	METH: BLCA
DPY19L2P1	0.05329991733715056
DPY19L2P2	0.04800295280231222
DPY19L2P4	0.04198255158392109
DPY19L2P5	0.11290369950962317
DPY19L3	-0.0036919388141809974
DPY19L4	-0.011969831454103503
DPY30	-0.0024634868848306696
DPYD	-0.002381575576580659
DPYS	0.13272592961063845
DPYSL2	0.06730528657899448
DPYSL3	0.02783473781628136
DPYSL4	0.14585807774816784
DPYSL5	0.0489660584597407
DQX1	-0.14224690676579146
DR1	-0.001793396317503273
DRAIC	-0.13164147020039205
DRAM1	-0.009798447587259293
DRAM2	-0.0038696029195112534
DRAP1	-0.007337040163889849
DRAXIN	0.08439602449085341
DRC1	0.10395800387037299
DRC3	-0.002639763337177882
DRC7	-0.08005064709528459
DRD1	0.07105360612861593
DRD2	0.06456812546952675
DRD4	0.2648502412945139
DRD5	0.2222917252169973
DRG1	-0.008387214231937364
DRG2	-0.013960032951145906
DRGX	0.1999881511972871
DRICH1	-0.2095757770142347
DROSHA	-0.0047501433840604216
DRP2	0.03897821270824359
DSC1	-0.1238929489042199
DSC2	-0.07417113351302582
DSC3	0.09757694519755586
DSCAM	0.020510419120998935
DSCAML1	0.05762884550423279
DSCC1	0.008836930416231693
DSCR10	-0.06735310783227573
DSCR3	-0.0029044115381701863
DSCR9	-0.06623949998572945
DSEL	0.020776250542189248
DSG1	-0.16534328915869514
DSG2	0.02277624188111473
DSG3	-0.08826288644111703
DSG4	-0.03675084425242897
DSN1	-0.003271745851605604
DSP	-0.004917709520453718
DSPP	-0.14978994353315547
DST	-0.037918292351803
DSTN	-0.012342654055574385
DSTNP2	-0.003616555911023325
DSTYK	-0.012603487901102491
DTD1	-0.010045562068861815
DTD2	-0.0002792200241806709
DTL	-0.005396047966077037
DTNA	0.07806366627823268
DTNB	-0.004738772978596135
DTNBP1	-0.02239445621833176
DTWD1	0.004219042718717437
DTWD2	-0.038477556937120905
DTX1	-0.014575738822309245
DTX2P1	-0.05604476458598996
DTX3	0.007208291345795559
DTX3L	-0.0036424102027156472
DTX4	-0.03437442222201236
DTYMK	-0.016169424194760928
DUOX1	-0.13831150385229182
DUOX2	0.0008796848279050236
DUOXA1	0.002282990692670726
DUOXA2	-0.013672070084484535
DUPD1	-0.03831124534656522
DUS1L	-0.11245889098849578
DUS2	-0.003445719093158018
DUS3L	-0.0065461269629643794
DUS4L	-0.019589947363899483
DUSP1	-0.0028000591187438578
DUSP10	-0.0009272129079528987
DUSP11	-0.01704995260393938
DUSP12	-0.004846733384298741
DUSP13	-0.04057215692150951
DUSP14	-0.003977220434210502
DUSP15	0.033261745562563096
DUSP16	-0.0008824700499717624
DUSP18	-0.004922888437231588
DUSP19	-0.004791430580383269
DUSP2	-0.021456300437088443
DUSP21	0.014999787705125953
DUSP22	0.004654331764514732
DUSP23	-0.005912379717387835
DUSP26	-0.02611254698261194
DUSP27	-0.07865549318800467
DUSP28	-0.007130510335377576
DUSP3	-0.0025753486630085733
DUSP4	-0.004399391113181022
DUSP5	-0.0121482183310876
DUSP5P	0.24318807398698614
DUSP6	-0.007514481243017666
DUSP7	0.0011736109757248397
DUSP8	0.033322596006022616
DUSP9	-0.026906211692400567
DUT	-0.00524712437383344
DUX4L26	0.22486936019467785
DUX4L27	-0.08358731974416117
DUX4L45	-0.05877973815789067
DUX4L46	0.02333446044618394
DUX4L50	-0.06552686659405364
DUX4L9	-0.000834440385253483
DUXA	-0.11305554753607151
DUXAP2	-0.041161870177321376
DUXAP3	-0.10847684835214869
DUXAP9	-0.0657632198313459
DVL1	-0.004551051353266898
DVL2	-0.01270949401878127
DVL3	-0.005042765882299517
DXO	-0.013616158788770311
DYDC1	0.07016422627694376
DYM	-0.07673884625941566
DYNC1H1	0.0013101101615862198
DYNC1I1	0.0533717173698305
DYNC1I2	-0.008776390501393998
DYNC1LI1	-0.0025477403658229927
DYNC1LI2	-0.0030297822524664574
DYNC2H1	-0.00259481956387183
DYNC2LI1	0.001191714948312921
DYNLL1	0.002298161683305898
DYNLL2	-0.0026636138912947693
DYNLRB1	-0.008977011540596878
DYNLRB2	0.014835389562767197
DYNLT1	-0.0038074858356504215
DYNLT3	-0.06502630267222262
DYRK1B	0.038210043569885166
DYRK2	-0.006637203491874035
DYRK3	0.0036359585474997976
DYRK4	0.044390479939710875
DYSF	0.051910739190269305
DYX1C1	-0.057417041073697786
DYX1C1-CCPG1	0.0006827935519112048
DZANK1	-0.005220256607676516
DZIP1	0.042975912491832816
DZIP1L	0.004837231545943113
DZIP3	0.0016226865659910456
E2F1	-0.0036185312996799873
E2F2	-0.006200518033219283
E2F3	-0.005281536384554512
E2F4	-0.018519362518802467
E2F5	-0.009320031927134738
E2F6	-0.07672963400392825
E2F7	-0.0058804757501862955
E2F8	0.0034454166952045183
E4F1	-0.004459281076141022
EAF1	-0.004438027510818969
EAF2	-0.001976792392680898
EAPP	-0.04620291710246425
EARS2	-0.006227646855055014
EBAG9	-0.003944353066839247
EBF1	0.10727544718521556
EBF2	0.10067417312901455
EBF3	0.05416008524585638
EBF4	0.018030763840538328
EBI3	-0.08338972875764392
EBLN1	-0.35097536036527743
EBLN2	-0.0706639524460386
EBNA1BP2	-0.005400609657053058
EBP	-0.07682060526701416
EBPL	-0.03119117655565706
ECD	-0.0006331137750662902
ECE1	-0.008809605504648375
ECE2	0.020611993858004513
ECEL1	0.10409604020916878
ECEL1P2	0.14784377373234173
ECEL1P3	0.14109454723339968
ECH1	-0.029131968073656353
ECHDC1	-0.0045139422807593055
ECHDC2	-0.05986791946567901
ECHDC3	0.1580654767252529
ECHS1	-0.04281006802024332
ECI1	-0.02135068832246221
ECI2	0.002817238024470024
ECM1	-0.05002464040049809
ECSCR	-0.04680551585008414
ECSIT	-0.004094883396214406
ECT2	-0.009080194092682103
ECT2L	0.05430924137586012
EDA	-0.10021739727046768
EDAR	-0.12802820499783094
EDC3	0.0007776200298944863
EDC4	-0.0036192573216570897
EDDM3A	-0.042251818134828804
EDDM3B	-0.11537195045839387
EDEM1	-0.004923272743871748
EDEM2	-0.0031550756419367093
EDEM3	-0.004871033645641215
EDF1	0.0024464883130142375
EDIL3	0.017845559080186767
EDN1	-0.007970432434309293
EDN2	-0.1340902360252592
EDN3	0.13257703521550854
EDNRA	0.09167613984080063
EDRF1	-0.006083888559983222
EEA1	-0.006311357726048613
EED	0.00523530372417089
EEF1A1	-0.033020593411863544
EEF1A2	-0.005532709761442754
EEF1AKMT1	-0.01002850957735469
EEF1AKMT4	-0.0026834865737390113
EEF1AKMT4-ECE2	-0.0017894431539707848
EEF1B2	-0.005007951186594935
EEF1D	-0.006164814695306754
EEF1DP1	-0.14395792397711554
EEF1DP3	-0.042048531969601996
EEF1E1	-0.04255375698387745
EEF1E1-BLOC1S5	-0.007050431738618377
EEF1G	-0.008424423677125528
EEF2	-0.002001187870711806
EEF2K	-0.0071176151601793575
EEF2KMT	-0.002397011828071358
EEFSEC	-0.016136509234623845
EEPD1	0.00042290131826475537
EFCAB1	0.009912992568182915
EFCAB11	-0.0037502680400884228
EFCAB12	-0.01979739128810379
EFCAB13	-0.007581261965598158
EFCAB14	-0.007734798467230332
EFCAB2	0.021175993615454396
EFCAB4A	-0.03603091096934529
EFCAB4B	-0.038801103804630914
EFCAB5	0.004166928090682691
EFCAB6	0.03556589104844151
EFCAB7	-0.010394946351723175
EFCAB8	-0.12525881916331144
EFCAB9	-0.24521910940514152
EFCC1	0.13023252266968136
EFEMP1	0.02616670588861813
EFEMP2	0.01768793622838945
EFHB	-0.08718061106927419
EFHC2	0.11686927859068924
EFHD1	-0.016427483919129095
EFHD2	-0.0040288254565754465
EFL1	0.01949879734340355
EFNA1	-0.010792208740634426
EFNA2	0.007887702120884738
EFNA3	-0.02675218039435635
EFNA4	0.0029109392661502073
EFNA5	-0.005738326909789968
EFNB1	-0.09398847080785654
EFNB3	0.013382198842435857
EFR3A	-0.025560961929462094
EFR3B	-0.0012348375968158467
EFS	0.021277194220896523
EFTUD2	-0.008988377803915797
EGF	0.07625725180393479
EGFEM1P	-0.010779778517953876
EGFL6	0.01585856876483869
EGFL7	-0.17710736894196072
EGFL8	0.006879847421008697
EGFLAM	0.10995401318206595
EGFR	0.0323702946759552
EGLN1	-0.021880696342384997
EGLN2	-0.005599449753629628
EGLN3	-0.0018294888051507664
EGOT	-0.04911777415828658
EGR1	-0.004160015695700694
EGR2	0.04231692990515767
EGR3	-0.0037457043724160037
EGR4	0.000472345618988398
EHBP1	-0.09125200911339017
EHBP1L1	-0.0017824965256724083
EHD1	0.010423393617581642
EHD2	-0.00429307766987002
EHD3	0.006500672236189697
EHD4	-0.0012220573773709304
EHF	-0.24928519694385773
EHHADH	-0.03261218091371256
EHMT1	-0.006417543071420097
EHMT2	0.0020976667864821058
EI24	-0.002672988770182447
EID1	-0.0015307396895703966
EID2	-0.002564836937538696
EID2B	-0.0025262704612082384
EID3	0.2101738461641166
EIF1	-0.008424586562638642
EIF1AD	-0.018180759880924647
EIF1AP1	0.13741012727182972
EIF1AX	0.0031022423285063773
EIF1B	-4.177462012098785e-05
EIF1B-AS1	-0.0021756815152782554
EIF2A	-0.002685468426098582
EIF2AK1	-0.06432880103513353
EIF2AK2	-0.021244003244918465
EIF2AK3	-0.011110267305252731
EIF2AK4	-0.030330458087924794
EIF2B1	-0.03713693042293625
EIF2B2	-0.005297919585169452
EIF2B3	-0.02220845105806687
EIF2B4	-0.00419212517727145
EIF2B5	-0.003049820065548534
EIF2D	-0.09620762048581416
EIF2S1	-0.012102223170272201
EIF2S2	-0.006470474701257856
EIF2S2P3	-0.05025235678631704
EIF2S3	-0.031031259510409148
EIF2S3L	-0.042500480910851665
EIF3A	-0.0007869178783853425
EIF3B	-0.0058673098354533135
EIF3CL	-0.059863832826861973
EIF3D	-0.006650515257534414
EIF3E	-0.007977789317994916
EIF3G	-0.032257461762816284
EIF3H	-0.10453584403141386
EIF3I	-0.007799643183901565
EIF3J	-0.0028323048956640576
EIF3K	-0.004352521010269491
EIF3L	0.023984576835030698
EIF3M	-0.013813402592212776
EIF4A1	-0.005805331592515132
EIF4A2	-0.007646782820055712
EIF4A3	-0.0030100798570065752
EIF4B	-0.00329748758479629
EIF4E	-0.08051400406832966
EIF4E2	0.01399671370925437
EIF4E3	0.007507830385584932
EIF4EBP1	-0.0021239409914354775
EIF4EBP2	-0.0024587715225596555
EIF4EBP3	0.06097934026366226
EIF4ENIF1	-0.004304453967921497
EIF4G1	-0.010996134988620848
EIF4G2	-0.0026434025684237833
EIF4G3	-0.002647000587130767
EIF4H	-0.00275394667726512
EIF5	-0.0030662597789613325
EIF5A	-0.0007931174239658712
EIF5A2	0.09050187511772494
EIF5AP4	-0.05539828885802075
EIF5B	-0.002194672533011612
EIF6	-0.009854206739602423
ELAC1	-0.029299877170194197
ELAC2	0.00014691864631458364
ELANE	-0.05683973586499463
ELAVL1	-0.0014262029630851833
ELAVL2	0.07424651571202506
ELAVL3	0.10472198290166315
ELAVL4	0.19891829913009826
ELDR	-0.008537134136320911
ELF1	-0.26383615516057046
ELF2	-0.005584953474133126
ELF3	-0.15370427370632803
ELF4	-0.12526424817560244
ELF5	-0.22746614262320805
ELFN2	0.013496384476772188
ELK1	-0.10882965247495903
ELK3	-0.004554345497082662
ELK4	-0.0016231469412861035
ELL	-0.0013174603216421917
ELL2	-0.026103576998416266
ELL3	-0.003901630420840991
ELMO1	0.11125731089661117
ELMO2	-0.003168033706563599
ELMO3	-0.08794489692262977
ELMOD1	0.004986313664818648
ELMOD2	-0.0031128184688440103
ELMOD3	-0.011900684224582209
ELMSAN1	-0.006616430991781392
ELN	0.008898816731636236
ELOA	-0.0032296224449086205
ELOA2	-0.11061750442743641
ELOA3D	-0.042141452384963876
ELOB	-0.002002822326152352
ELOC	-0.011044628624996998
ELOF1	-0.0046735128905272556
ELOVL1	-0.004273704540149326
ELOVL2	0.12151222430825433
ELOVL3	-0.0008619576517341606
ELOVL4	0.00706890863977664
ELOVL5	-0.001037591661003052
ELOVL6	-0.0019084571461488512
ELOVL7	-0.025839626524976497
ELP2	-0.017743368678964946
ELP5	-0.01625427144612279
ELP6	-0.02602324651635462
ELSPBP1	-0.06760221174826893
EMB	0.0017448924852543422
EMBP1	0.1282829372030173
EMC1	-0.01051322941242031
EMC10	0.03879573812543294
EMC2	-0.007705812285637197
EMC3	-0.012965984144557147
EMC4	-0.02850333510922404
EMC7	-0.00794243491738854
EMC8	-0.022570913469455185
EMC9	-0.003937068439930036
EMCN	-0.04678097879931216
EMD	-0.10146943221819456
EME1	-0.00024796565937855415
EME2	-0.005204062063640315
EMG1	-0.0006066293053074929
EMID1	-0.021556337928509608
EMILIN1	0.17893365896430496
EMILIN2	0.019772950295928755
EMILIN3	0.02845650030136177
EML2	0.04869458712710382
EML3	-0.0009083596293339652
EML4	-0.016882432936272257
EML5	0.0019230770990220846
EML6	-0.0001348316439848216
EMP1	-0.01963662206394076
EMP2	-0.013408870279591038
EMP3	-0.0166831442090418
EMSY	-0.004650340703501469
EMX1	-0.01687879299406897
EMX2	-0.025859409657639165
EMX2OS	0.034095345422538635
EN1	0.04622681925813223
EN2	0.10180445269197283
ENAH	-0.0057280627301879465
ENC1	-0.00023144342654279028
ENDOD1	-0.0010048629426565906
ENDOG	-0.017838910177488378
ENDOU	-0.06870520779914188
ENDOV	-0.007950950841403875
ENG	0.023130111119475633
ENGASE	-0.09362514534989198
ENHO	-0.041609776222749174
ENKD1	0.010515949745079838
ENKUR	-0.28800509831788634
ENO2	-0.0006585895792758891
ENO3	0.026524413381481003
ENO4	-0.02506656083672762
ENOPH1	-0.012352383203298
ENOSF1	-0.08616798501843133
ENOX1	-0.0002006614868172497
ENOX2	-0.08915296606688283
ENPEP	-0.03942051767023622
ENPP1	0.0038833621420933787
ENPP2	-0.020843103758456837
ENPP3	-0.001963997667326158
ENPP4	0.01679229311715764
ENPP5	-0.004028209338993853
ENPP6	-0.12810340590470742
ENPP7	-0.0915424498833314
ENSA	-0.011394104489211031
ENTHD1	-0.09717779193943323
ENTHD2	-0.006878097691031229
ENTPD2	-0.11433720801030679
ENTPD3	-0.03735745086251099
ENTPD4	-0.0017265115512590623
ENTPD5	-0.002800215767471917
ENTPD6	-0.008622992370374285
ENTPD7	-0.010438914994938656
ENTPD8	-0.008419952571219906
ENY2	-0.005311406217921304
EOGT	9.113058964239154e-05
EOMES	0.12687100668283824
EP300	-0.011736434710645836
EP400	-0.06647551525551162
EP400NL	0.00963099299249375
EPAS1	-0.013171107017264205
EPB41L1	-0.12027092826593158
EPB41L2	-0.0034934591511515314
EPB41L3	0.11608074020292515
EPB41L4A	-0.00056322723689936
EPB41L4A-AS1	-0.03360784609654982
EPB41L4B	-0.01368935790330895
EPB41L5	-0.005678202611158391
EPB42	-0.033435890250073125
EPC1	0.0014990259021312124
EPC2	0.0012827090221842166
EPCAM	-0.10775839245063341
EPG5	-0.00806344369453224
EPGN	-0.19600400028988038
EPHA1	-0.10930340951914826
EPHA10	0.09581431204695467
EPHA2	-0.05446320560932334
EPHA3	-0.06989335958581454
EPHA4	0.0025150420553863087
EPHA5	0.06821942823318407
EPHA6	0.15856425870843885
EPHA7	0.0296288008735977
EPHA8	0.021236271580084426
EPHB1	0.019978039773272636
EPHB2	-0.0087060651861841
EPHB3	-0.0022121611053068017
EPHB4	-0.0034440440925516845
EPHB6	0.0007092575042734169
EPHX1	-0.02085079816332688
EPHX2	0.08246168037271893
EPHX3	0.2488933872086736
EPHX4	-0.08391318734657391
EPM2AIP1	0.018387122886463287
EPN1	0.002194488857785898
EPN2	-0.0017387441194989623
EPN3	-0.03973834931840504
EPO	0.09197558992280129
EPOP	-0.03795417311206731
EPOR	-0.04697827747373025
EPPIN	-0.24882190760454953
EPPIN-WFDC6	-0.22604002606836726
EPPK1	-0.03404353095418364
EPRS	-0.0021662989794089776
EPS15	-0.012289745892028327
EPS15L1	-0.005128587641980999
EPS8L1	-0.07864426196959878
EPS8L2	-0.060939505122227816
EPS8L3	-0.11401299175044578
EPSTI1	-0.03717373096397514
EPT1	-0.007334314102695818
EPX	-0.09863996356142533
EQTN	-0.156802480591122
ERAL1	-0.03603818031693044
ERAP1	-0.007841213663819662
ERAP2	-0.01014193031942261
ERBB2	-0.11296858538702295
ERBB3	-0.021001896812843444
ERBB4	0.0041436771122822045
ERBIN	-0.003085756227149292
ERC1	-0.002732843308283868
ERC2	0.0438708941681463
ERC2-IT1	-0.14199082143840897
ERCC2	-0.008381965647828168
ERCC3	-0.0018482631606756017
ERCC4	0.00804179620691988
ERCC6	-0.00839554608626758
ERCC6L	-0.038935768988003286
ERCC6L2	-0.0004219076263982603
ERCC8	-0.008176614223085502
EREG	0.04359143736003507
ERF	-0.0027824548015144912
ERG	0.03360592605205123
ERGIC1	-0.027070395756836733
ERGIC2	-0.044535509211810424
ERGIC3	-0.0037933639175819402
ERH	0.0015250847822184772
ERI1	-0.001082096620008451
ERI2	-0.007308664565815494
ERI3	-0.018888914451052723
ERICD	-0.003920758160481832
ERICH1	-0.02002508128131294
ERICH3	0.005386392020540665
ERICH4	-0.10620626924682633
ERICH5	-0.008749744401113691
ERICH6	-0.0004690791381645778
ERICH6B	0.0819652098204125
ERLEC1	-0.0050416096600185405
ERLIN2	-0.005471115154072994
ERMAP	-0.0008547406128003457
ERMARD	-0.004939427314958494
ERMN	-0.07098132072302314
ERMP1	0.0056998615373214144
ERN1	-0.024853107494183402
ERN2	0.08819267931632369
ERO1A	-0.007505338196780762
ERO1B	-0.03445272764555335
ERP27	-0.09616553841594169
ERP29	-0.002713379994852887
ERP44	-0.0018102207702241449
ERRFI1	-0.004286731410712914
ERV3-1	-0.005683098356945577
ERVFRD-1	-0.005855305775508845
ERVK3-1	0.00044072689587958315
ERVMER34-1	-0.01965536858872782
ESAM	-0.007112510058656196
ESCO1	-0.01261377196621118
ESCO2	-0.005166158962362263
ESD	-0.004780725279347127
ESF1	-0.002766772955806227
ESM1	-0.09628081742589445
ESPL1	-0.02830928506130532
ESPNL	-0.12084476249601252
ESPNP	-0.12691098958616126
ESR1	-0.11047377028138766
ESR2	-0.003578883593415951
ESRG	-0.23053186706902867
ESRP1	-0.02991868415359388
ESRP2	-0.09232760433585024
ESRRA	-0.03072611268471425
ESRRG	0.22381378239822686
ESX1	0.07363896665505512
ESYT1	-0.00542468799982878
ESYT2	-0.003270267138569453
ESYT3	-0.006513910394199015
ETAA1	0.0012073054246896238
ETF1	-0.004104598594368018
ETF1P1	-0.009038510822095409
ETFA	-0.017699832736952983
ETFB	0.007333038061378828
ETFDH	-0.006324401601150791
ETHE1	-0.016661024212599337
ETNK1	-0.006657731055448785
ETNK2	0.007606550440478294
ETNPPL	-0.014248656859379394
ETS1	-0.09473545028328756
ETS2	-0.06434683601344524
ETV1	0.04769927939700678
ETV2	0.06378402183176678
ETV3	0.008596752402738063
ETV3L	0.03978929744660942
ETV4	-0.009966275174513784
ETV5	-0.0006864789392434268
ETV6	-0.0027773361619567636
ETV7	-0.028154298005207783
EVA1B	0.05323828830196762
EVA1C	-0.005186373703299672
EVC	0.06332557672769601
EVC2	0.13004425256489163
EVI2A	0.013577905879437644
EVI2B	-0.16673266344456816
EVI5	-0.17032129380147248
EVI5L	-0.0051210862639438776
EVL	0.012819757013387969
EVPL	-0.1684346001891314
EVPLL	-0.12072491320813658
EVX1	0.04866140079251629
EVX2	0.21451981181065172
EWSR1	-0.011022326240804379
EXD1	-0.019142320724884972
EXD2	-0.002131302069711601
EXD3	-0.011520342297607445
EXO1	-0.009577063202393453
EXO5	-0.0035844694263646
EXOC1	-0.014000986503089412
EXOC2	-0.03335128144519585
EXOC3	-0.010748128509965451
EXOC3L1	-0.01291107032066045
EXOC3L2	0.00744901612745099
EXOC3L4	-0.08717232188090213
EXOC4	-0.021145196954912314
EXOC5	0.004351849327775476
EXOC6	-0.001003231755323996
EXOC6B	-0.05251919294305176
EXOC7	-0.020437569339527853
EXOC8	-0.003929618999413477
EXOG	-0.016880347385053108
EXOSC1	-0.004431558437781796
EXOSC10	-0.004667562601133795
EXOSC2	0.02574334634723256
EXOSC3	-0.012440490810174355
EXOSC4	-0.009244273074958512
EXOSC5	-0.0030932036149685493
EXOSC6	-0.005159062231500233
EXOSC7	-0.006690332709899078
EXOSC8	0.00042767597221176544
EXOSC9	-0.01414615819141607
EXPH5	-0.033293496561485114
EXT1	-0.007053269804687811
EXT2	-0.004290934756507628
EXTL1	0.027066705658491223
EXTL2	-0.0031567980413669612
EXTL3	0.0009021119119914117
EXTL3-AS1	-0.004004173224655559
EYA2	-0.02892558074366622
EYA3	-0.008911111176654643
EYA4	0.1956129840352871
EZH1	0.009213790638719311
EZH2	-0.014508126421276607
EZR	-0.03528899612383539
F10	-0.10018552307955736
F11	-0.1886377588740754
F11R	-0.037147472149051584
F12	-0.044338532827787464
F13A1	-0.015325542214925382
F2	-0.06089973472987688
F2R	0.16477047779824464
F2RL1	0.004220733557562685
F2RL2	-0.08596327135714261
F2RL3	0.054463537504730666
F3	-0.03638774338052347
F5	0.0006250380921850309
F7	-0.22522576203328734
F8	-0.0013777212108177358
F8A1	-0.1282273534744242
F9	-0.17028063922553702
FA2H	-0.006891654119360884
FAAH	-0.09352956527607204
FAAH2	-0.1436189278364272
FAAP100	-0.004754696923180007
FAAP20	-0.01933981919279134
FABP1	-0.14780432043862854
FABP2	-0.17628314615201018
FABP3	0.03468068996657011
FABP4	-0.12023434510302153
FABP5	-0.042548357918782156
FABP5L3	0.12079398233576737
FABP7	-0.05277278593258171
FABP9	-0.08001294891912382
FADD	-0.006064052668771969
FADS1	0.00044889736926247316
FADS2	-0.03189441712462166
FADS3	-0.003678377909106931
FADS6	-0.014555638591946713
FAF1	-0.0029418217753359164
FAF2	-0.005236937019352192
FAH	-0.016037557193174234
FAHD1	-0.022086626293072602
FAHD2A	-0.004130160115289855
FAHD2B	0.012978953624527171
FAHD2CP	-0.011477841681723899
FAIM	-0.00633596665882537
FAIM2	0.11489642603695646
FAM101A	-0.0131618623225107
FAM102A	-0.009651660180145865
FAM102B	0.008348871511073304
FAM103A1	-0.028437129144141236
FAM104A	-0.005031088212925934
FAM104B	-0.1019230586486373
FAM105A	-0.02601430974987816
FAM107A	-0.01185457427277184
FAM107B	-0.250197168525804
FAM108A5	0.020854028086709338
FAM109A	-0.0028792547381037118
FAM109B	0.04594331980909954
FAM110A	0.0008667086773695009
FAM110B	0.10328252724479454
FAM110C	-0.0202983200618734
FAM110D	0.00655049290128143
FAM111A	-0.00010209101327614565
FAM111B	-0.02683889530406248
FAM114A1	-0.009545224103851602
FAM114A2	-0.006081989038854538
FAM117A	-0.0086499221999404
FAM117B	-0.01090739558301623
FAM118A	-0.05009616894112511
FAM118B	-0.01731836321234987
FAM120A	-0.005423603502865099
FAM120AOS	0.03161447917634622
FAM120B	0.0025799275125823816
FAM120C	-0.1014190188468522
FAM122A	-0.005072618960424388
FAM122B	-0.06203356422504138
FAM124A	-0.01906670943970745
FAM124B	0.06608032237513875
FAM126A	0.008463069489254576
FAM126B	-0.000513848182468522
FAM127A	-0.08210911161983803
FAM127B	-0.09137602624235076
FAM127C	-0.06307761058765234
FAM129A	-0.031452998139426265
FAM129B	-0.03862604679404517
FAM129C	-0.09187289160332131
FAM131A	0.028322967982347968
FAM131B	-0.0007902675231162812
FAM131C	-0.06779671431652913
FAM132B	-0.0051035287994617064
FAM133A	0.010017605009095666
FAM133B	-0.004001941777590868
FAM134A	-0.006214155482752417
FAM134B	-0.007653118075446457
FAM135A	0.012621821251512256
FAM135B	0.023958090127426113
FAM136A	-0.002815287922103445
FAM136B	-0.04946402549516174
FAM138E	-0.05122122733975021
FAM13A	0.03920977823764273
FAM13B	-0.006360185271040626
FAM13C	-0.00907047795347142
FAM149A	-0.010117348642452237
FAM149B1	-0.00606282041693076
FAM150A	-0.0034510916594385293
FAM150B	0.03935138807840976
FAM151A	-0.12305493088106047
FAM151B	-0.008190572238890078
FAM153A	0.1398541020448848
FAM153C	0.18851748036167046
FAM154B	0.026366049361330857
FAM155A	0.03421535641235934
FAM155B	-0.029549821797091907
FAM156A	-0.11035217235525965
FAM159A	0.024930103176174303
FAM159B	0.050980356091627606
FAM160A1	-0.020409802487164497
FAM160A2	-0.005514488340837018
FAM160B1	-0.016362135288614493
FAM160B2	-0.001542321447082687
FAM161A	-0.008291885157020904
FAM161B	-0.0030301330656459444
FAM162A	-0.002775989693600073
FAM162B	0.12680509629450393
FAM163A	0.061389191777006545
FAM163B	-0.03833450798085776
FAM166A	-0.021310948234883463
FAM166B	0.08934176124471323
FAM167A	-0.016717239924049998
FAM167A-AS1	-0.0188311622968483
FAM167B	-0.0902597841968202
FAM168A	-0.008012447862085307
FAM168B	-0.0052997728575106965
FAM169A	-0.03730495669001649
FAM170A	-0.19891222785819396
FAM170B	-0.20558602088755593
FAM171A1	0.01225448063200967
FAM171A2	-0.013657074696828827
FAM171B	-0.02033240739030956
FAM172A	-0.0141558225882392
FAM173A	0.00824866610386428
FAM173B	-0.009525037230853342
FAM174A	0.0007284328088746912
FAM174B	-0.012979940442902379
FAM175A	-0.002145651984175934
FAM175B	-0.023399183634092345
FAM177A1	-0.2020832041832616
FAM177B	0.08334523142085637
FAM178B	-0.07521753354928505
FAM180A	-0.057427162676444723
FAM180B	-0.022264219505827222
FAM181A	-0.10959141798071344
FAM181A-AS1	-0.16767276110611834
FAM181B	0.0019008862973239813
FAM183A	-0.03507578021624053
FAM183B	-0.2604738161284358
FAM184A	-0.08393649673520658
FAM184B	0.10346919792738964
FAM185A	-0.003490387015358548
FAM186A	-0.19607088782927587
FAM186B	0.011039629361522635
FAM187B	-0.12249344948138076
FAM188A	-0.0025722545883832926
FAM188B	0.0003110362392744558
FAM189A1	0.01561103030459186
FAM189A2	-0.018633811996985283
FAM189B	-0.0034627583100813658
FAM192A	-0.048050715045416886
FAM193B	-0.004810921679809221
FAM195A	-0.003822710603584613
FAM195B	-0.00504086891052571
FAM196A	0.049624282864199766
FAM196B	-0.06179991289749793
FAM198A	-0.020352501038580866
FAM198B	0.03975865447412276
FAM199X	-0.09356240892728311
FAM19A1	-0.18977245738336762
FAM19A2	-0.07389285546112585
FAM19A3	-0.1614000139176756
FAM19A4	0.11626295221636423
FAM19A5	0.15070612717751833
FAM200A	0.003602394601132628
FAM200B	-0.006242425569562103
FAM201A	0.0145617868546455
FAM204A	-0.018349285628810115
FAM205A	-0.08997649584720849
FAM205B	-0.09366161770008118
FAM206A	-0.0218240316478547
FAM207A	-2.288134893243123e-06
FAM208A	-0.08675164432134465
FAM208B	-0.0030935510065451866
FAM209A	-0.06936081525369696
FAM209B	-0.14242731113644017
FAM20A	0.07337400049524598
FAM20B	-0.048605812998557686
FAM20C	0.1346279917915932
FAM210A	-0.000870179925239078
FAM210B	-0.00705807702827703
FAM212A	-0.004759529921810083
FAM212B	-0.005069924175322379
FAM213A	-0.025233895082125223
FAM213B	-0.0033484466949167237
FAM214B	-0.008025343745803257
FAM216A	0.0019950961839782675
FAM216B	-0.03632289957538841
FAM217B	0.1199926009683585
FAM218A	0.0856898897846067
FAM219A	0.008530217655209532
FAM219B	-0.04604759350939702
FAM21EP	0.009116751803849084
FAM220A	-0.007326891762364814
FAM221A	-0.017435727076126888
FAM221B	0.010449844223736588
FAM222A	-0.01685866049699719
FAM225A	-0.05682300121525024
FAM225B	-0.1262251713598098
FAM227A	-0.004194209904414785
FAM227B	0.01182204544883565
FAM228A	-0.12457882535040928
FAM228B	-0.017906174265683
FAM229A	0.022595933659073888
FAM229B	0.0014954200490086887
FAM234A	-0.004826533334581023
FAM234B	-0.0013060973017166727
FAM24A	-0.20534255691666492
FAM24B	-0.020370549541635273
FAM25A	-0.2019345989649509
FAM26E	-0.03206763425811544
